V1	V2
0.177665458911509	-0.128498603044918
-0.00439366139187736	-0.0132555818678333
-0.062705734727515	0.15598286574739
-0.281946423315659	0.0935213026401011
-0.00438995408956718	-0.102371280302183
-0.0402230514850965	-0.0141479956253832
-0.0584733991874855	-0.0228853644353668
0.0438263128143487	-0.23452504595704
0.0576309484975811	-0.195008121707214
-0.131332370627019	0.0515226534622557
-0.0924284417765384	-0.193579986709012
-0.0483807717184179	0.184256737727596
0.071282637638716	0.187300797766928
0.0792517562968906	-0.0618094043838885
-0.156342051085076	0.0267307755125898
-0.116254434187974	-0.0212426098132041
0.0672636603833392	-0.0851227898928646
0.154469498563857	-0.00530204184261835
-0.00105927149292393	-0.0861323086147723
-0.0663216159052112	0.0297933759326843
0.109386765296919	0.173898604361622
-0.0384547062180661	-0.0246210794994576
0.0808586084964095	-0.0208616113565599
0.157355632960204	-0.192794270602954
0.0615591970107247	0.0903156558503447
0.0112736285962565	-0.0182551807654357
0.0591090334937397	0.0552863283182101
-0.0739510778202928	-0.00503132143766884
-0.0155746945306125	-0.139022774096186
-0.0583874836882537	-0.0128548984961724
-0.024364183439913	0.0239020415313908
-0.0599917846604124	-0.045965086776402
-0.0332753538817555	-0.0852375885987582
-0.0402278872151042	0.118826166405154
0.0131508356559983	0.0160623052190413
0.0124966887335997	-0.139131975037306
0.0153149773838142	-0.107397264531653
0.149343693744532	-0.0187629693829283
-0.141598361794289	0.00723532385950189
0.144104846943474	0.00607044925731441
-0.0143260812023808	0.192224182033655
-0.137368074404866	-0.0757713692309285
-0.0238568148806309	-0.0465687752830405
0.0299020158986855	-0.00205943327702701
0.108006747938023	0.11968785076076
-0.115924062849234	0.0620231981093707
0.0296816909840594	-0.0448743700633581
0.0224823391871143	-0.0678066967557971
-0.176064126980407	0.0445576333785666
-0.126511680479424	-0.0626710638618286
0.0441606798790693	-0.120128725293439
0.0752710764058465	0.100691044604632
0.117986814130687	0.0688083471737514
0.0708228245289737	0.108307243994983
0.0329778542859665	0.141172210630926
0.00157630133287367	-0.0365165877763841
0.128111751040499	-0.0361785751604124
-0.0772379384587134	-0.0376847028341462
-0.0184525212404929	0.133798198914351
0.0557491019499861	0.0976414066577836
-0.15696539539806	0.00761063428874619
0.142696972255759	0.0329190688028701
-0.0634202996220141	-0.00190418242061595
-0.0117128858064354	0.0564099702126018
0.23770711683999	-0.0718507318954648
-0.0987011963810682	-0.18436416262526
-0.0591874441516084	-0.127841650217447
0.158131947342587	-0.199933306461895
-0.114889534611648	-0.0224229729011248
-0.0460381115817127	-0.0787519062585615
0.0490052803083353	0.0238866710929066
0.0617760325867181	-0.0876562675266698
0.0549404597449943	0.0475888460654859
0.0317103210538729	0.0955372012002066
0.149280408974289	0.0644543818055305
0.103909652011046	-0.0570159912410049
0.0713923505360164	-0.00465104058786536
-0.0630133430911525	-0.0209572586390789
-0.0906907698303732	0.120843110140423
-0.175201367424126	-0.0146878404500827
0.0786515929350914	0.152090485819335
-0.208850761603777	-0.126332202011576
0.0990102008964225	-0.000968879311941714
0.222778006131372	-0.0334218783845078
-0.100258241224046	0.000683949326082041
-0.0713081729432735	0.155686857279693
-0.0440971861791951	0.150458282290711
0.0836985964004415	0.00314673785377209
-0.100169423982268	-0.179014981837135
-0.0188732737116009	0.126797835365324
-0.0566740723521333	0.053610717183848
-0.0166823230578118	-0.00558787002428547
0.161498532606917	0.142610087757897
-0.108558113776088	0.209266263756736
0.0233971198498634	0.0152365539284803
0.0373469612000265	0.0364096547175745
0.0883761841629463	0.0586400249476751
-0.15156990364907	-0.190882808733864
0.123983328761929	0.0203181885478135
0.0369009855824518	-0.0119026306271376
