V1	V2
0	0
0.475065050375374	0
0.0408525724065997	0.0362866238875887
-0.208469487092347	0
-0.0560045759786503	0
0.440633722608253	0
-0.322239891168511	0
0	-0.018090327483411
0.208030561743078	0.0185048729246686
0.0702143526519025	0
0.0870805448834586	0
-0.277369735911211	0
0.0847395385663979	0
0.260721122698014	0.0223286827720119
0.14918043919279	0
-0.146095915072714	0
0.0817145340535225	0
0.306593089639061	0
-0.143112225696571	0
0.212608988538521	0
0	0
0.0781567309291131	0
-0.0543064029923725	0
-0.0309535199980557	-0.0239857722242189
0	-0.0280791217687461
0	-0.319449606238899
0.0083566825549878	0.345671199074416
-0.00588948747425742	-0.108426632976314
0.00959930036174655	-0.0621914862175948
0	0.446827450275822
0	0.354088580750735
0	-0.216848892038629
0	0.258812457797332
0	0
0	0
0	-0.261280595160586
0	-0.102494734531476
0	-0.112696147254192
0	0
0	0.167294409656908
0	0.147410252704488
0	-0.152860078574152
0	-0.136094359950605
0	0.0745369334956276
0	0.106136099855335
0	-0.119231130843662
0	0.139781896828226
0	0.0639827281488938
0	0.239094113211255
0	-0.158227760183066
