V1	V2
0.00205244165376801	-0.00148860466713105
0.475859902141035	0
0.0408889540000262	0.0321975804143155
-0.208835675913128	0.0176390906898216
-0.056159297544285	0
0.441129159387098	0
-0.322682306152819	0
0	-0.0213854312770961
0.2083275380288	0.0219208643078113
0.0703445367757586	0
0.087225147580354	0
-0.277818267977515	0
0.0848906680557339	0
0.261119323856625	0.0275588753539211
0.14940076166678	0
-0.146370118540588	0
0.0818353495286654	0
0.306964476953908	0
-0.143280134457149	0
0.212890252949797	0
0	0
0.0781696980314495	0
0	0
-0.0310295359840183	-0.0297910223837743
0	-0.0338184164479198
0	0
0.00830452357780246	0.415268257713494
-0.00590178361349485	-0.13648771143715
0.00965354835235651	-0.0668304496577162
0	0.549401445082238
0	0
0	0
0	0.3220416621844
-0.00217898230910011	-0.174536350703907
0	0
0.00686337040190025	-0.324981702380053
0	0
-0.0031423823348775	-0.13487868184033
0.00270744069462103	0
0	0.198028635444728
0	0
0	-0.185626002014122
0	0
0	0.0967862210234742
0	0
0	0
0	0.17707542304467
0	0
0	0.295209136409561
-0.00259076481127948	-0.194970101430607
