4	5	21	24	28	36	42		
24	28	34	36	38	42	50	1	
1	3	28	34	36	38	42	50	
9	14	28	29	36	38	42	50	
25	28	34	36	38	42	50		
1	3	9	14	27	49			
4	5	24	28	36	38	42	50	
1	3	9	14	29	36	38	42	50
21	28	34	36	38	42	50		
28	29	34	36	38	42	50		
4	5	21	34	36	38	42	50	
26	32	37	43	46				
30	33	40	44	47				
7	12	16	19	23				
2	10	13	17	20				
6	11	15	18	22				
31	35	41	45	48				
