5327	21174	3271	1871	1876	21528	2823	10285	20200	16724	6082	16207	273	5033	6434	12488	17517	22374	3430														
21655	2130	18116	19382	19978	4325	25771	15099	21528	2823	4558	20200	16724	17882	6082	20611	13883	20315	16625	10352	18045	2268	18189	13096	20816								
10621	2130	4119	19382	10574	7775	6021	23317	3922	14174	20611	23323	2780	18045	24536	989	26036	467	20816														
2022	20459	17497	12444	2610	25779	22182	14740	22181	14880	583	10555	8878	16766	14779	23684																	
24489	16754	17497	12444	2610	25779	3079	848	16755	583	8878	11688																					
18095	19819	20039	14034	956	2806	7945	7643	5709	19795	5745	14040	3616	7684	17732	18662	5756																
17497	12444	2610	25779	22182	14740	22181	14880	583	10555	8878	16766																					
21300	24335	11589	6178	2077	25766	9258	6481	12444	2610	534	1176	583	12099	8878	9194	20407																
12597	2130	19978	14363	17895	6562	18644	6481	18220	9002	7764	16625	8357	9284	18045	9194	18189	20816															
19811	7988	9138	6577	22476	18216	4992	4552	4628	6626	24103																						
9694	21356	11248	4119	835	13768	6865	12420	7668	19169	19287	11150	3640	13714	6232	832	9415	11886	7016	3064	6237												
21356	4119	835	13768	15504	12420	14015	7668	19169	13714	6232	832	9415	3064	4658	12368																	
14055	13594	9138	2997	14394	18964	21395	9845	23342	4628	21990	20536	25148	6829	2686	753	23318	24506	4164														
15356	19606																															
8769	7988	835	8194	8649	20313	337	18216	666	21790	832	20614	152	16983	24103																		
25524	25970	835	2823	20200	16724	5033	21452	13714	4614	832	17056	11453																				
11796	21078	3945	7775	482	371	11371	8332	406	989	26036	11289																					
9889	21356	7651	4119	2432	835	19169	21452	13714	6232	832	17056	18461	3761	16525																		
18876	8880	7988	6562	7814	15501	24596	22257	22467	2019	19860	10625	7764	18216	666	24103	15340																
13291	3591	5790	4186	18337	5789	14174	24861	10812	5495	5709	5745	22701	14040	3144	5756																	
21961	21174	21528	2823	20200	16724	6082	273	5033	17814	10605	6434	12488																				
21356	4119	835	12914	4333	19169	10629	13274	20138	21452	19602	13714	6232	832	17056	3761																	
21337	17497	12444	2610	25779	26047	3079	848	20327	23853	583	1647	8878																				
2130	8880	18116	19382	20974	19978	4184	4183	19819	3475	16721	2806	20611	6587	7945	7643	16625	3098	25526	18045	18662	18189	20816										
25830	2130	18116	19978	14010	3451	26214	20764	4308	6923	4312	16625	6232	23840	18045	25165	4569	18189	20816														
18169	13674	13675	7803	20057	23949																											
10127	16229	24956	18965	23975	10886	17497	12444	2610	25779	3079	848	590	14880	583	8878	16766	425	4131														
19546	2478	6089	21337	19594	8903	20943	1948	17900	1647																							
2478	16044	21337	12813	20943	21065	11439	5398	1647	3405	14779																						
2077	24968	6481	12444	2610	534	583	21308	21579	8878	9194																						
4256	18169	8480	805	12541	11156	7803	3991	426	11539	857	7622	18642	5085	3437																		
2130	19978	18045	20768	18189	14635	20816																										
21356	5008	15370	9189	16515	12763	4119	7214	26214	19169	8834	25458	11153	1318	6232	25165	21597	4569															
19713	20037	4794	6955	12444	2610	8816	3513	21156	21525	19856	3190	14740	20973	22181	1452	583	25199	21308	8878	22150												
19502	3548	16786	16665	26231	1155	16996	26232	22477	21198	21395	24506	24854	24193	4164	22443																	
17422	18300	18310	3371																													
21356	18095	4119	19819	21091	18632	956	19169	7945	7643	6232	17732																					
21797	1927	835	12914	9327	25162	4333	20138	21452	19602	12692	13714	22645	832	16161	17056	3761	24107	25481														
2508	21891	22136	19853	2562	18678	13810	5845																									
23961	1823	21412	6481	6483	12444	2610	21237	12154	10758	15129	383	14806	583	8878	9194																	
1999	18644	6481	12444	2610	18220	9002	4039	14343	21183	18992	12692	12880	583	16161	8878	20806	9194	13485														
21961	21502	23333	21174	3271	21528	2823	20200	16724	6082	273	5033	17814	10605	15678	6434	23731																
21024	2478	21337	21706	14986	21639	12240	20943	16938	1647	12193																						
5197	21174	11788	21528	10845	10103	24296	6420	24190	24557	12608	19799	16621	7766	7832	4626	20369	16016															
22217	3190	1926	698	13211	195	24361	9518	3646	2219																							
7457	21356	18114	6659	4119	26214	19169	8834	6582	6232																							
21384	13538	17497	12444	2610	25779	22182	14927	22181	19745	14880	583	21689	10555	8878	16766	24177																
3901	11238	2130	19978	6178	16625	26119	6036	4037	1200	18045	25720	18189	20816																			
21356	358	4119	835	9147	25640	22273	4919	12420	19106	21386	19169	20630	14660	16244	20311	19067	18946	13714	5047	1287	6232	832										
1927	15369	25162	545																													
2130	18116	19382	19978	19819	16721	2806	20611	6587	7945	7643	16625	3098	25526	18045	18662	18189	20816															
6799	2478	16475	21515	21337	3596	9786	23994	18796	12444	2610	6166	4053	3757	21275	20530	10603	3079	11439	9823	583	18620	15996	1647	8878								
835	12914	15358	17752	21528	2823	6537	4333	4558	1262	20200	16724	6082	273	7996	21452	19602	13714	832	15363	17056	21807											
4818	4099	8002	5327	7995	1871	1876	8793	8796	8798	8777	2276	20185	16207																			
14398	9200	24247																														
21300	10470	20011	9246	12240	613	10677	200	1926	21431	23551	554	16938	13211	18631	10391	10669	12193	11631	9518	584												
9694	21356	21217	4119	835	13768	12420	7668	17158	19169	11150	13714	6232	832	9415	7016	3064	20472															
21356	8147	18114	18095	4119	5401	13184	19106	956	26214	19169	8834	6232	4718	18798	2964	17928																
10784	22653	1646	14694	22217	12444	2610	18241	1332	3190	14740	2999	22181	1452	583	25199	21308	8878	195	3646	2219												
17497	12444	2610	21444	15890	5222	25779	22181	1452	14880	583	8842	21308	8878	16766	14656	15215																
358	7988	4745	12444	2610	7764	18216	848	8878	24103																							
8714	26224	17497	12444	2610	25779	22182	14740	22181	14880	583	22261	10555	8878	16766	14732																	
21549	13962	21356	2130	860	4119	19382	16252	19978	2806	20611	13915	8109	16625	16099	13534	18045	2047	18758	18189	20816												
23984	20417	9710	18937	15867	17497	12444	2610	1648	22485	14304	25779	3079	17531	848	14880	583	8878	16766	12196													
4152	11637	2461	3708	10508	23785	16905	12445	8863																								
2130	12847	15650	19978	18137	18150	25180	10995	10614	7821	1975	7955	18721	18045	18189	14635	20816																
21024	1685	21047	6580	21087	198	22573	17341	17497	12444	2610	3332	16125	25779	2500	23339	18919	3079	848	21395	20327	583	18266	8878	3295	24938	25072	22814	13943				
17981	2599	21356	4119	835	6785	12420	17752	19169	6314	7996	17845	13714	2030	6232	832	14377																
7988	9138	6577	18216	4552	4628	6626	24103																									
8483	25981	17894	9120	812	23796	15259	4738	5042	9950	12444	2610	6676	22465	16422	17900	19081	21437	16267	26119	17618	583	8878	22228	21777								
15248	11069	15299	19594	2518	19919	12444	2610	4571	20498	9275	26119	583	6017	3875	23679	15996	8878	5058														
3591	4186	358	4685	7988	18337	12686	1059	4720	21528	16674	18216	666	1287	24103																		
15350	12153	25233	835	20200	16724	6082	21761	14744	21452	13714	16757	832	17056	21807																		
21356	18095	4119	19819	21091	18632	10170	20966	19722	956	22693	19169	7945	7643	2187	2147	6232	17732															
21356	25749	20489	18114	4119	22872	13625	2831	26214	19169	8834	2030	6232	12943	14377																		
22653	12681	13380	8240	12444	2610	21440	25779	3079	848	20319	24992	583	8878																			
21356	4119	835	12914	3435	4333	19169	10629	4127	13274	20138	21452	13714	6232	832	7682	17056	3761															
6756	2251	17851	12050	5334	3638	16924	9158	1444	15087	24557	1684	4287	13484	4388	17139																	
8209	20451	12444	2610	2198	16068	10845	25779	12757	21065	12654	24190	13211	583	21308	8878	7832	19261	16507	9518													
1344	21043	21412	13583	23839	21127	15810	5305	6481	6483	12444	2610	12154	10758	15129	17955	24117	8307	14806	583	19637	8878	24081	9194	601								
9694	21412	835	12420	6483	20630	12154	15129	13714	832	8090	13794	12588	2897	7753																		
5555	21356	15420	25893	15056	9083	4119	10654	835	13768	13434	12420	14015	7668	19169	3152	6819	13714	6232	832	9415	3064											
2130	7775	25703	12867	17954	24017	16811	18045	989	26036	6360	20816																					
20588	19616	9245																														
2668	16383	10642	1883	8282	15099	12444	2610	6315	25779	3190	3079	848	583	8878																		
20500	19917	4201	23961	1823	12444	2610	25779	25191	3079	848	583	24916	8878	25781	9935																	
23359	1301	21412	6483	12444	2610	15721	10758	15129	22182	22198	22181	477	19745	14806	583	23325	10555	8878														
20900	2130	15650	19978	23907	19309	14927	12669	514	23909	21689	18045	20768	14612	21110	18189	14635	20816															
3922	8222	12444	2610	13219	21829	583	8878																									
17727	21337	7988	6562	7814	9786	7764	18216	666	11439	9823	24103																					
2215	4935	26251	19819	835	5305	20200	16724	7945	7643	21452	86	13714	832	17056	12839	18662	20615	12198	21807													
18756	21356	15056	4119	10654	835	13768	15504	15143	12420	14015	7668	8178	19169	3152	13714	6232	832	9415	1241	3064	4658											
6569	21067	19929	4685	7988	3873	21454	1971	4720	25122	17040	25585	20200	16724	18216	666	18551	474	3307	152	24103												
4709	21412	13583	6481	6483	12444	2610	12154	10758	1681	15129	337	14806	583	19637	8878	9194	601	20614														
2561	24489	16291	16754	17497	12444	2610	25779	3079	848	16755	583	8878	22228	19388	11688																	
20230	2849	21384	13538	23286	17497	12444	2610	21032	25779	19735	22182	14927	22181	19745	14880	583	21689	10555	8878	16766	24177											
17497	12444	2610	15903	5948	25779	5800	22181	1452	14880	1536	2799	583	8842	21308	8878	16766																
12444	2610	10845	25779	16799	12654	24190	583	21308	8878	7832	19261	16507																				
5790	14864	5789	12444	2610	5709	5745	22701	14040	14740	22181	1452	583	22311	25199	8878	5756																
19819	14810	7737	2806	6587	7945	7643	24097	3098	16680	18662	13327	3731																				
2215	15581	13252	19819	19940	17623	4384	4984	7945	16783	7643	3700	18117	15561	18662																		
4184	4183	19819	835	6785	9488	13158	3475	7301	5097	2806	7945	7643	21945	13714	2030	832	18662															
21412	6483	19106	12154	13208	15129	9656	8090	10115	2897	7753	13327																					
13291	20581	24861	10812	3144	13559	9557	14535																									
1044	21356	4119	2924	835	24592	13768	15504	12420	7668	4616	19169	7932	13714	9794	6232	17859	832	9415	3064	17041	810	4658										
20900	2130	15650	19978	14927	514	21689	18045	20768	21110	18189	14635	20816																				
21412	6481	6483	12444	2610	12154	10758	15129	14806	583	8878	24081	9194	601																			
4152	15475	14704	9050	3708	10508	23785	16905	8863	16259	2190																						
4998	19819	5098	12814	7266	2805	7945	7643	21843	2741	2577	18798	18385	24488	13327	3731																	
19649	23093	18300	3371																													
15650	25026	18907	9778	8031	12444	2610	1648	8042	16625	16692	16632	12880	18513	8878	21110	7624	17991															
7817	21412	12755	5305	6483	12154	12784	24190	16058	7832	6591	2897																					
19919	12444	2610	21198	14774	14740	22181	1452	583	14754	25199	8878	19296																				
13536	7594	3945	7775	17084	9290	10614	406	989	26036																							
2351	23799	8142	916	23310	24554	12859																										
11600	3019	5954	3922	6481	12444	2610	21183	12590	11229	5745	12980	3834	12880	583	5543	17875	8878	9194														
5750	18486	6481	12444	2610	18503	21183	15644	12590	12880	583	12634	5665	5762	17296	8878	9194																
13536	2130	18116	23866	7775	4141	21690	11290	3764	18045	989	26036	5539																				
9694	21356	1195	4119	835	15504	16650	6316	19169	13342	18946	13714	18078	21790	6420	6232	832	9415	19799	4658	7766	4626	18557										
18728	14427	9616	16592	11677	12654	7164	4085	21521	9728	16507	12437	20838																				
9806	26251	7988	10812	7764	18216	666	3144	18755	1287	12705	13242	24103	17905	10889																		
13538	17497	12444	2610	14343	5414	22477	21183	25779	2860	3079	848	20817	5796	14880	20045	583	10555	8878	16766	24177	20806	5936										
22674	10698	17497	12444	22997	2610	23995	25779	13600	3079	848	14880	4330	8878	16766	10275	16432	23997	26228														
15248	11069	15299	19594	2518	19919	12444	2610	4571	20498	2113	9275	26119	583	6017	3875	23679	15996	8878	5058													
23233	21174	21528	2823	20200	16724	6082	273	5033	23339	23234	6434	6215																				
24489	7988	17895	6562	7814	17314	4043	16164	7764	18216	666	4535	23853	24103																			
21356	2130	4119	19978	14363	21558	18084	3642	19169	3152	20553	8834	6232	12026	19590	9284	18045	19969	5535	18189	20816												
6756	2251	17851	16577	20988	6341	12050	5334	3638	16924	12738	9158	1444	15087	24557	1684	4287	13484	4388	17139													
13536	3945	7775	8042	11686	3764	406	989	7957	26036	11699																						
1257	21356	2215	15581	4119	835	12420	4479	19169	13714	6232	832	9415	18798	23860	15998																	
