V1	V2	V3	V4
0.0429778040968617	0.0274163999011313	-0.00811876890556461	0.0583485834527793
0.0552131157987019	0.0274200990590402	-0.0340317379889499	0.0994419973455304
0.0670193231479292	0.0544976927817772	-0.0250547842833807	0.0252791112771183
0.0559522711228219	0.062999055122313	-0.0143190806194998	-0.0213893702599644
0.0799134017025797	0.117601543175674	-0.00349486030374922	0.0235709626526098
0.0628093988265291	0.0382947681013722	0.0208352726128636	0.0666163949931999
0.0646510461188952	0.0606320704659077	-0.0252713426062252	0.0639269406303316
0.0668207862550056	0.000883076771623549	-0.0202254473010145	0.107485071124132
0.0588375775629368	0.0287246969537799	-0.0167911400596073	0.0664555266983218
0.0488109803936593	0.0782690625149503	0.0168595766877094	-0.117076285207156
0.0997747916988511	0.164503573275868	0.0326826096782311	-0.115182901738195
0.0512176185686641	0.0453241185470351	-0.00975304870487589	0.0251617793853901
0.0739131306868163	0.0564399190685757	-0.012667653108882	0.1581766501834
0.0978964676644968	-0.0767716417258994	-0.332504953181286	-0.0832346263245398
0.0854764824976282	0.139050163505525	0.0341044867570793	-0.0722866182993022
0.0533049746198064	0.0722122457995803	-0.00310024715597168	0.00463634711211362
0.0663946427112526	0.0780104153811858	0.00253601862621681	-0.00893995304233807
0.068194382855425	0.0785743752300105	-0.00150268219836484	0.0384362342513973
0.0547725129784718	0.0506512297751345	-0.0140991620315879	0.0418254386800549
0.0620285090852826	0.091974779919859	0.00422538007724408	-0.0402626512137502
0.0701322416589526	0.0655690913243605	0.0113172898322034	0.0031586261114617
0.0663604194243848	0.0727618359610602	0.0145606889214432	0.102030293143836
0.054066207992084	-0.0176528000511071	-0.0116315768482488	-0.000648881482592332
0.0484456176534922	0.0766013479491706	0.00412985303890435	-0.0285570972361335
0.0548786543155188	0.0316891765011346	0.0304423062501029	0.00414779817931085
0.0580073818319192	0.0520831040775437	-0.00901378610999918	0.0377669291277039
0.0611458716510165	0.0395300813759347	0.0191554003526193	-0.000143202966409039
0.0760088893636645	0.123335879849915	0.0142738015661423	-0.057315047421341
0.0834105951500451	0.141548078086567	0.0256285394556196	-0.141936327537185
0.0609679416107646	0.086142202614018	0.0137372710435003	-0.0595884065070252
0.0850483364254807	0.0490446280387765	-0.0295696739398532	0.0761357761643215
0.0786928165648083	0.0677818363155314	-0.00602049397766954	0.0282308307919042
0.0694821072150982	0.048389553749769	-0.0366649157571366	0.104464122991547
0.0503864920404384	0.0416463474730882	-0.0151610635933419	0.0655577557090484
0.0874457607701254	-0.123739689065342	0.19980622131573	-0.00127027949677623
0.0617986323174259	0.0690484956387481	-0.00107180583241367	0.0689243374729474
0.0720938027543253	0.0273764714323624	-0.0175252486882535	0.0268860636478477
0.0602034601549026	-0.0255230526208723	-0.176759450236092	-0.0557000265512007
0.0790911722671605	-0.00567182438266365	-0.129851410676944	0.138942255733659
0.0531804013297202	0.0524494525440929	-0.0135919443511032	0.168429138079257
0.0862275201701643	0.118363595266214	0.0191506884536738	-0.0721801506646554
0.0664584595161662	0.0816197554628079	0.00991474544909234	-0.0433306471341122
0.0693624569802567	0.0938258177851939	-0.00773097194712157	-0.102687632654363
0.0612944874481174	-0.0329619257554229	0.0615213225449831	0.0370133184352829
0.0957967921006311	-0.169492801565809	0.125748758510029	-0.0974311106861218
0.053434605131859	0.048085337701097	-0.0855108477381959	-0.0349131987797692
0.0800962834049737	0.101991945904985	0.021829365557601	-0.0721574473730955
0.0529732642827337	0.0988202494408897	0.0157552430293608	-0.0462268083826947
0.104818212792914	0.139242892316869	0.0100472913231666	-0.0408081200085304
0.0745300795458655	-0.0203210265757113	0.0180022818200081	0.0356971668027428
0.0765931802822117	0.0717220233187331	0.00135607445350044	0.0279590382042961
0.051540449203112	0.0774244574394105	0.00303741479847108	-0.00743592875086554
0.056707278820686	0.0567409572754626	-0.0709941357962192	-0.0460625514318645
0.0453339131058285	0.0705651960284323	-0.00597677829676205	0.000637606637192326
0.0834710103907336	0.0890823550264079	0.0443143662601351	-0.0813410085003904
0.0791457461426338	0.0398666690966921	0.00159442657428881	0.035163310708107
0.0589844956141288	0.0671716233594952	-0.000842115573749722	-0.00323078216322934
0.0713467759218268	0.124504744479462	0.0251471764581479	-0.102393020553629
0.0545123645322754	0.037548252373084	-0.0181919242664626	0.145021587372418
0.0710517082226781	0.0409102483250967	-0.0720908476405004	0.0273033206660584
0.0719062420698406	0.0656029388538461	-0.0678343389453865	0.0631320963318522
0.0540437467548326	0.0518726820496209	0.00677089169100561	0.0208174435976432
0.0297755202839192	0.0340821088933105	-0.00407232353235287	0.0988170870405056
0.0939561782425184	0.121537667910496	0.0323759598463929	-0.0614183599642076
0.0435928801007046	0.046745553062728	-0.00407613775087617	0.063555129203278
